NIDS LOG INITIALIZED
==================================================
[2026-03-06 20:44:23] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.183 -> DST: 10.0.0.3 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:06:24] PROTOCOL: HTTP | LAYER: Application | SRC: 155.100.90.90 -> DST: 10.0.0.9 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:06:26] PROTOCOL: ICMP | LAYER: Network | SRC: 98.70.253.122 -> DST: 10.0.0.36 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:06:27] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.169 -> DST: 10.0.0.36 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:06:29] PROTOCOL: HTTPS | LAYER: Application | SRC: 255.196.14.152 -> DST: 10.0.0.18 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:06:31] PROTOCOL: TCP | LAYER: Transport | SRC: 30.114.15.142 -> DST: 10.0.0.10 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:06:32] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.156 -> DST: 10.0.0.14 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:06:34] PROTOCOL: HTTP | LAYER: Application | SRC: 72.157.194.66 -> DST: 10.0.0.31 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:06:35] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.199 -> DST: 10.0.0.18 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:06:37] PROTOCOL: UDP | LAYER: Transport | SRC: 184.222.148.246 -> DST: 10.0.0.17 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:06:39] PROTOCOL: ICMP | LAYER: Network | SRC: 211.146.241.202 -> DST: 10.0.0.44 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:06:40] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.178 -> DST: 10.0.0.16 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:06:42] PROTOCOL: HTTP | LAYER: Application | SRC: 166.225.35.95 -> DST: 10.0.0.32 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:15] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.188 -> DST: 10.0.0.45 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:29:17] PROTOCOL: ICMP | LAYER: Network | SRC: 31.124.127.113 -> DST: 10.0.0.33 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:18] PROTOCOL: UDP | LAYER: Transport | SRC: 223.85.121.74 -> DST: 10.0.0.48 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:20] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.162 -> DST: 10.0.0.29 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:29:22] PROTOCOL: ICMP | LAYER: Network | SRC: 20.146.114.210 -> DST: 10.0.0.49 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:23] PROTOCOL: ICMP | LAYER: Network | SRC: 43.215.220.96 -> DST: 10.0.0.50 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:25] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.152 -> DST: 10.0.0.44 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:29:26] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.134 -> DST: 10.0.0.26 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:29:28] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.112 -> DST: 10.0.0.4 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:29:30] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.199 -> DST: 10.0.0.35 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:29:32] PROTOCOL: UDP | LAYER: Transport | SRC: 72.149.174.177 -> DST: 10.0.0.26 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:33] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.200 -> DST: 10.0.0.35 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:29:35] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.137 -> DST: 10.0.0.20 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:29:37] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.111 -> DST: 10.0.0.47 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:29:38] PROTOCOL: UDP | LAYER: Transport | SRC: 235.226.116.123 -> DST: 10.0.0.20 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:40] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.143 -> DST: 10.0.0.23 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:29:42] PROTOCOL: TCP | LAYER: Transport | SRC: 183.74.22.52 -> DST: 10.0.0.2 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:43] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.177 -> DST: 10.0.0.16 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:29:45] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.183 -> DST: 10.0.0.9 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:29:47] PROTOCOL: HTTPS | LAYER: Application | SRC: 182.76.61.218 -> DST: 10.0.0.6 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:48] PROTOCOL: HTTP | LAYER: Application | SRC: 74.80.33.220 -> DST: 10.0.0.4 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:50] PROTOCOL: HTTPS | LAYER: Application | SRC: 39.204.72.20 -> DST: 10.0.0.2 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:51] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.196 -> DST: 10.0.0.48 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:29:53] PROTOCOL: ICMP | LAYER: Network | SRC: 101.179.122.40 -> DST: 10.0.0.4 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:55] PROTOCOL: ICMP | LAYER: Network | SRC: 222.165.242.27 -> DST: 10.0.0.7 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:56] PROTOCOL: HTTP | LAYER: Application | SRC: 87.99.112.192 -> DST: 10.0.0.42 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:29:58] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.192 -> DST: 10.0.0.49 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:29:59] PROTOCOL: UDP | LAYER: Transport | SRC: 74.60.223.179 -> DST: 10.0.0.45 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:01] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.115 -> DST: 10.0.0.42 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:30:03] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.156 -> DST: 10.0.0.24 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:30:04] PROTOCOL: HTTPS | LAYER: Application | SRC: 103.93.83.115 -> DST: 10.0.0.23 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:06] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.141 -> DST: 10.0.0.10 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:30:08] PROTOCOL: UDP | LAYER: Transport | SRC: 249.76.146.162 -> DST: 10.0.0.42 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:09] PROTOCOL: HTTPS | LAYER: Application | SRC: 156.56.141.235 -> DST: 10.0.0.18 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:11] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.153 -> DST: 10.0.0.37 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:30:12] PROTOCOL: HTTPS | LAYER: Application | SRC: 11.57.18.120 -> DST: 10.0.0.14 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:14] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.242.233.62 -> DST: 10.0.0.46 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:16] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.147 -> DST: 10.0.0.33 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:30:17] PROTOCOL: UDP | LAYER: Transport | SRC: 232.200.149.216 -> DST: 10.0.0.8 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:19] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.133 -> DST: 10.0.0.21 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:30:20] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.198 -> DST: 10.0.0.32 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:30:22] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.153 -> DST: 10.0.0.26 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:30:24] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.179 -> DST: 10.0.0.21 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:30:26] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.158 -> DST: 10.0.0.35 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:30:27] PROTOCOL: UDP | LAYER: Transport | SRC: 145.245.192.209 -> DST: 10.0.0.44 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:29] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.142 -> DST: 10.0.0.13 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:30:31] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.140 -> DST: 10.0.0.37 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:30:32] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.179 -> DST: 10.0.0.36 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:30:34] PROTOCOL: ICMP | LAYER: Network | SRC: 148.213.251.25 -> DST: 10.0.0.43 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:35] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.178 -> DST: 10.0.0.45 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:30:37] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.191 -> DST: 10.0.0.8 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:30:39] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.148 -> DST: 10.0.0.5 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:30:41] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.124 -> DST: 10.0.0.45 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:30:42] PROTOCOL: UDP | LAYER: Transport | SRC: 39.195.193.172 -> DST: 10.0.0.17 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:44] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.181 -> DST: 10.0.0.39 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:30:46] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.131 -> DST: 10.0.0.10 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:30:47] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.123 -> DST: 10.0.0.22 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:30:49] PROTOCOL: ICMP | LAYER: Network | SRC: 126.10.138.150 -> DST: 10.0.0.24 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:51] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.163 -> DST: 10.0.0.25 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:30:52] PROTOCOL: HTTPS | LAYER: Application | SRC: 166.54.188.7 -> DST: 10.0.0.5 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:54] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.103 -> DST: 10.0.0.50 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:30:56] PROTOCOL: ICMP | LAYER: Network | SRC: 35.233.82.237 -> DST: 10.0.0.10 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:57] PROTOCOL: HTTPS | LAYER: Application | SRC: 124.193.150.123 -> DST: 10.0.0.1 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:30:59] PROTOCOL: HTTP | LAYER: Application | SRC: 39.31.176.134 -> DST: 10.0.0.19 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:00] PROTOCOL: ICMP | LAYER: Network | SRC: 226.233.79.140 -> DST: 10.0.0.40 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:02] PROTOCOL: HTTPS | LAYER: Application | SRC: 95.43.111.114 -> DST: 10.0.0.7 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:03] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.169 -> DST: 10.0.0.18 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:31:05] PROTOCOL: HTTP | LAYER: Application | SRC: 195.21.2.33 -> DST: 10.0.0.29 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:06] PROTOCOL: ICMP | LAYER: Network | SRC: 27.214.217.53 -> DST: 10.0.0.17 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:08] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.169 -> DST: 10.0.0.44 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:31:09] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.185 -> DST: 10.0.0.34 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:31:11] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.140 -> DST: 10.0.0.43 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:31:13] PROTOCOL: ICMP | LAYER: Network | SRC: 171.232.32.217 -> DST: 10.0.0.8 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:14] PROTOCOL: TCP | LAYER: Transport | SRC: 161.26.46.85 -> DST: 10.0.0.41 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:16] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.186 -> DST: 10.0.0.41 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:31:18] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.110 -> DST: 10.0.0.25 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:31:19] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.182 -> DST: 10.0.0.6 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:31:21] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.126 -> DST: 10.0.0.42 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:31:23] PROTOCOL: UDP | LAYER: Transport | SRC: 226.140.180.159 -> DST: 10.0.0.38 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:24] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.192 -> DST: 10.0.0.36 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:31:26] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.162 -> DST: 10.0.0.4 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:31:28] PROTOCOL: TCP | LAYER: Transport | SRC: 185.198.234.192 -> DST: 10.0.0.7 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:29] PROTOCOL: TCP | LAYER: Transport | SRC: 163.79.32.37 -> DST: 10.0.0.31 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:31] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.138 -> DST: 10.0.0.48 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:31:32] PROTOCOL: HTTP | LAYER: Application | SRC: 152.170.228.152 -> DST: 10.0.0.4 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:34] PROTOCOL: HTTP | LAYER: Application | SRC: 242.238.113.174 -> DST: 10.0.0.27 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:35] PROTOCOL: HTTP | LAYER: Application | SRC: 37.111.177.196 -> DST: 10.0.0.34 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:37] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.191 -> DST: 10.0.0.29 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:31:39] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.160 -> DST: 10.0.0.8 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:31:40] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.117 -> DST: 10.0.0.5 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:31:42] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.168 -> DST: 10.0.0.42 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:31:44] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.142 -> DST: 10.0.0.29 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:31:45] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.173 -> DST: 10.0.0.43 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:31:47] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.150 -> DST: 10.0.0.8 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:31:49] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.134 -> DST: 10.0.0.37 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:31:51] PROTOCOL: ICMP | LAYER: Network | SRC: 163.2.118.129 -> DST: 10.0.0.33 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:52] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.117 -> DST: 10.0.0.10 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:31:54] PROTOCOL: TCP | LAYER: Transport | SRC: 2.216.38.105 -> DST: 10.0.0.22 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:31:55] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.136 -> DST: 10.0.0.5 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:34:54] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.131 -> DST: 10.0.0.2 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:34:55] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.130 -> DST: 10.0.0.4 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:34:57] PROTOCOL: HTTP | LAYER: Application | SRC: 192.220.216.181 -> DST: 10.0.0.32 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:34:59] PROTOCOL: ICMP | LAYER: Network | SRC: 193.139.83.77 -> DST: 10.0.0.35 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:00] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.156 -> DST: 10.0.0.27 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:35:02] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.109 -> DST: 10.0.0.19 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:35:04] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.174 -> DST: 10.0.0.9 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:35:05] PROTOCOL: UDP | LAYER: Transport | SRC: 92.111.136.6 -> DST: 10.0.0.23 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:07] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.197 -> DST: 10.0.0.32 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:35:09] PROTOCOL: UDP | LAYER: Transport | SRC: 186.163.42.111 -> DST: 10.0.0.33 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:10] PROTOCOL: HTTP | LAYER: Application | SRC: 214.116.112.212 -> DST: 10.0.0.20 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:12] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.110 -> DST: 10.0.0.50 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:35:14] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.192 -> DST: 10.0.0.32 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:35:15] PROTOCOL: TCP | LAYER: Transport | SRC: 103.26.75.7 -> DST: 10.0.0.35 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:17] PROTOCOL: HTTPS | LAYER: Application | SRC: 227.75.56.77 -> DST: 10.0.0.45 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:18] PROTOCOL: HTTPS | LAYER: Application | SRC: 159.57.212.196 -> DST: 10.0.0.31 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:20] PROTOCOL: HTTPS | LAYER: Application | SRC: 248.228.57.96 -> DST: 10.0.0.41 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:21] PROTOCOL: TCP | LAYER: Transport | SRC: 146.1.11.46 -> DST: 10.0.0.14 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:23] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.161 -> DST: 10.0.0.43 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:35:25] PROTOCOL: HTTP | LAYER: Application | SRC: 80.196.100.132 -> DST: 10.0.0.35 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:26] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.137 -> DST: 10.0.0.49 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:35:28] PROTOCOL: UDP | LAYER: Transport | SRC: 244.188.126.105 -> DST: 10.0.0.35 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:35:29] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.148 -> DST: 10.0.0.30 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:35:31] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.115 -> DST: 10.0.0.11 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:35:33] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.143 -> DST: 10.0.0.40 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:35:35] PROTOCOL: UDP | LAYER: Transport | SRC: 5.248.107.209 -> DST: 10.0.0.26 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:40:31] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.132 -> DST: 10.0.0.18 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:40:33] PROTOCOL: HTTPS | LAYER: Application | SRC: 215.189.54.222 -> DST: 10.0.0.22 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:40:35] PROTOCOL: ICMP | LAYER: Network | SRC: 230.140.6.83 -> DST: 10.0.0.28 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:40:36] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.192 -> DST: 10.0.0.38 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:40:38] PROTOCOL: HTTPS | LAYER: Application | SRC: 138.21.192.128 -> DST: 10.0.0.50 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:40:39] PROTOCOL: TCP | LAYER: Transport | SRC: 172.17.232.103 -> DST: 10.0.0.3 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:40:41] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.113 -> DST: 10.0.0.17 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:40:43] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.123 -> DST: 10.0.0.46 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:40:44] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.132 -> DST: 10.0.0.2 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:40:46] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.175 -> DST: 10.0.0.40 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:40:48] PROTOCOL: TCP | LAYER: Transport | SRC: 49.198.2.84 -> DST: 10.0.0.5 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:40:50] PROTOCOL: HTTPS | LAYER: Application | SRC: 192.168.1.132 -> DST: 10.0.0.36 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:40:51] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.126 -> DST: 10.0.0.3 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:40:53] PROTOCOL: HTTP | LAYER: Application | SRC: 110.216.143.108 -> DST: 10.0.0.23 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:40:55] PROTOCOL: ICMP | LAYER: Network | SRC: 8.218.82.45 -> DST: 10.0.0.39 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:40:56] PROTOCOL: UDP | LAYER: Transport | SRC: 150.122.75.55 -> DST: 10.0.0.43 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:40:58] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.180 -> DST: 10.0.0.22 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:40:59] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.147 -> DST: 10.0.0.45 | ATTACK: SQL Injection | MALICIOUS: True
[2026-03-06 21:41:01] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.127 -> DST: 10.0.0.45 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:41:03] PROTOCOL: UDP | LAYER: Transport | SRC: 192.168.1.124 -> DST: 10.0.0.24 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:41:04] PROTOCOL: UDP | LAYER: Transport | SRC: 180.223.111.79 -> DST: 10.0.0.26 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:41:06] PROTOCOL: ICMP | LAYER: Network | SRC: 47.26.132.248 -> DST: 10.0.0.46 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:41:07] PROTOCOL: ICMP | LAYER: Network | SRC: 192.168.1.163 -> DST: 10.0.0.44 | ATTACK: DoS | MALICIOUS: True
[2026-03-06 21:41:09] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.181 -> DST: 10.0.0.35 | ATTACK: Malware Traffic | MALICIOUS: True
[2026-03-06 21:41:11] PROTOCOL: TCP | LAYER: Transport | SRC: 192.168.1.196 -> DST: 10.0.0.34 | ATTACK: Port Scan | MALICIOUS: True
[2026-03-06 21:41:13] PROTOCOL: TCP | LAYER: Transport | SRC: 80.103.95.127 -> DST: 10.0.0.24 | ATTACK: Normal | MALICIOUS: False
[2026-03-06 21:41:14] PROTOCOL: HTTP | LAYER: Application | SRC: 192.168.1.116 -> DST: 10.0.0.21 | ATTACK: Malware Traffic | MALICIOUS: True
