SUDO HEX LOG - ANALYSIS SESSION STARTED
Session Start: 2026-03-07 18:03:45
==================================================
[2026-03-07 18:03:45] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 103.35.160.99 -> DST: 192.168.1.7 | ATTACK: Normal | MALICIOUS: False
[2026-03-24 23:56:05] PROTOCOL: UDP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 91.111.133.121 -> DST: 192.168.1.3 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-24 23:56:09] PROTOCOL: TCP | OSI: Layer 4 - Transport | LAYER: Transport | SRC: 77.190.137.145 -> DST: 192.168.1.3 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-24 23:56:13] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 91.76.30.144 -> DST: 192.168.1.3 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-24 23:56:17] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.79 -> DST: 192.168.1.3 | ATTACK: Normal | MALICIOUS: False
[2026-03-24 23:56:21] PROTOCOL: HTTP | OSI: Layer 6 - Presentation | LAYER: Application | SRC: 91.207.184.227 -> DST: 192.168.1.3 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-24 23:56:25] PROTOCOL: TCP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 103.188.251.135 -> DST: 192.168.1.3 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-24 23:56:29] PROTOCOL: HTTP | OSI: Layer 7 - Application | LAYER: Application | SRC: 91.121.12.136 -> DST: 192.168.1.3 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-24 23:56:33] PROTOCOL: HTTPS | OSI: Layer 7 - Application | LAYER: Application | SRC: 212.238.205.41 -> DST: 192.168.1.3 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-24 23:56:37] PROTOCOL: ICMP | OSI: Layer 7 - Application | LAYER: Network | SRC: 77.159.226.113 -> DST: 192.168.1.3 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-24 23:56:41] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.194 -> DST: 192.168.1.3 | ATTACK: Normal | MALICIOUS: False
[2026-03-24 23:56:45] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 142.56.132.113 -> DST: 192.168.1.18 | ATTACK: Normal | MALICIOUS: False
[2026-03-24 23:56:49] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 185.221.50.188 -> DST: 192.168.1.3 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-24 23:56:53] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 212.175.225.42 -> DST: 192.168.1.2 | ATTACK: Normal | MALICIOUS: False
[2026-03-24 23:56:57] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 77.27.49.6 -> DST: 192.168.1.3 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-24 23:57:02] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.209 -> DST: 192.168.1.3 | ATTACK: Normal | MALICIOUS: False
[2026-03-24 23:57:06] PROTOCOL: HTTP | OSI: Layer 4 - Transport | LAYER: Application | SRC: 45.164.184.102 -> DST: 192.168.1.3 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-24 23:57:10] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.232 -> DST: 192.168.1.4 | ATTACK: Normal | MALICIOUS: False
[2026-03-24 23:57:14] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.105 -> DST: 192.168.1.3 | ATTACK: Normal | MALICIOUS: False
[2026-03-24 23:57:18] PROTOCOL: HTTPS | OSI: Layer 7 - Application | LAYER: Application | SRC: 45.227.205.245 -> DST: 192.168.1.3 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-24 23:57:22] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 185.157.238.194 -> DST: 192.168.1.3 | ATTACK: Normal | MALICIOUS: False
[2026-03-24 23:57:26] PROTOCOL: HTTPS | OSI: Layer 7 - Application | LAYER: Application | SRC: 103.102.216.163 -> DST: 192.168.1.3 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-24 23:57:30] PROTOCOL: ICMP | OSI: Layer 7 - Application | LAYER: Network | SRC: 91.161.21.132 -> DST: 192.168.1.3 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:29:04] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.223 -> DST: 192.168.1.5 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:29:08] PROTOCOL: HTTPS | OSI: Layer 4 - Transport | LAYER: Application | SRC: 185.221.182.84 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:29:12] PROTOCOL: HTTPS | OSI: Layer 4 - Transport | LAYER: Application | SRC: 45.38.79.40 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:29:16] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 45.224.26.146 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:29:20] PROTOCOL: TCP | OSI: Layer 6 - Presentation | LAYER: Transport | SRC: 212.21.2.2 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:29:24] PROTOCOL: TCP | OSI: Layer 4 - Transport | LAYER: Transport | SRC: 45.161.141.116 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:29:28] PROTOCOL: HTTPS | OSI: Layer 7 - Application | LAYER: Application | SRC: 185.101.145.19 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:29:32] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.26 -> DST: 192.168.1.4 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:29:36] PROTOCOL: HTTP | OSI: Layer 4 - Transport | LAYER: Application | SRC: 77.246.200.94 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:29:40] PROTOCOL: ICMP | OSI: Layer 7 - Application | LAYER: Network | SRC: 45.208.82.189 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:29:44] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 212.15.166.191 -> DST: 192.168.1.20 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:29:48] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 77.236.63.192 -> DST: 192.168.1.17 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:29:52] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 212.121.214.25 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:29:56] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.126 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:30:00] PROTOCOL: UDP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 212.45.23.14 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:30:04] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 212.122.161.251 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:30:08] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 45.197.206.132 -> DST: 192.168.1.19 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:30:12] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.51 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:30:16] PROTOCOL: ICMP | OSI: Layer 4 - Transport | LAYER: Network | SRC: 185.30.236.169 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:30:20] PROTOCOL: HTTP | OSI: Layer 7 - Application | LAYER: Application | SRC: 103.119.45.32 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:30:24] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.62 -> DST: 192.168.1.14 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:30:28] PROTOCOL: UDP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 185.121.214.189 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:30:33] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 212.214.132.231 -> DST: 192.168.1.20 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:30:37] PROTOCOL: TCP | OSI: Layer 6 - Presentation | LAYER: Transport | SRC: 45.185.180.228 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:30:41] PROTOCOL: TCP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 212.52.164.193 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:30:45] PROTOCOL: HTTPS | OSI: Layer 7 - Application | LAYER: Application | SRC: 45.14.172.51 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:30:49] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.239 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:30:53] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 142.197.173.118 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:30:57] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.150 -> DST: 192.168.1.10 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:31:01] PROTOCOL: HTTPS | OSI: Layer 4 - Transport | LAYER: Application | SRC: 103.49.155.55 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:31:05] PROTOCOL: HTTPS | OSI: Layer 4 - Transport | LAYER: Application | SRC: 45.103.198.233 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:31:09] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 103.119.208.99 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:31:13] PROTOCOL: UDP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 103.141.92.213 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:31:17] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.65 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:31:21] PROTOCOL: TCP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 212.31.180.224 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:31:25] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.36 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:31:29] PROTOCOL: TCP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 103.180.101.159 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:31:33] PROTOCOL: ICMP | OSI: Layer 4 - Transport | LAYER: Network | SRC: 212.133.118.228 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:31:37] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.249 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:31:41] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 77.34.6.98 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:31:45] PROTOCOL: ICMP | OSI: Layer 5 - Session | LAYER: Network | SRC: 185.243.223.192 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:31:49] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 45.58.7.142 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:37:15] PROTOCOL: UDP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 103.226.87.142 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:37:20] PROTOCOL: ICMP | OSI: Layer 7 - Application | LAYER: Network | SRC: 185.213.57.7 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:37:24] PROTOCOL: TCP | OSI: Layer 4 - Transport | LAYER: Transport | SRC: 77.241.216.92 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:37:28] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 103.113.15.92 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:37:32] PROTOCOL: TCP | OSI: Layer 4 - Transport | LAYER: Transport | SRC: 91.162.96.242 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:37:36] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.177 -> DST: 192.168.1.20 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:37:40] PROTOCOL: UDP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 77.135.249.146 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:37:44] PROTOCOL: HTTPS | OSI: Layer 6 - Presentation | LAYER: Application | SRC: 91.39.233.4 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:37:48] PROTOCOL: TCP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 185.80.180.69 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:37:52] PROTOCOL: HTTPS | OSI: Layer 4 - Transport | LAYER: Application | SRC: 212.133.164.198 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:37:56] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.199 -> DST: 192.168.1.9 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:38:00] PROTOCOL: HTTP | OSI: Layer 5 - Session | LAYER: Application | SRC: 212.50.145.118 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:38:04] PROTOCOL: TCP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 212.217.19.86 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:38:08] PROTOCOL: HTTP | OSI: Layer 7 - Application | LAYER: Application | SRC: 45.252.99.184 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:38:12] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.119 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:38:16] PROTOCOL: TCP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 212.31.250.63 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:38:21] PROTOCOL: HTTP | OSI: Layer 6 - Presentation | LAYER: Application | SRC: 212.185.97.179 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:38:25] PROTOCOL: HTTPS | OSI: Layer 5 - Session | LAYER: Application | SRC: 103.50.10.38 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:38:29] PROTOCOL: HTTPS | OSI: Layer 5 - Session | LAYER: Application | SRC: 103.189.215.91 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:38:33] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.7 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:38:37] PROTOCOL: TCP | OSI: Layer 6 - Presentation | LAYER: Transport | SRC: 185.25.222.3 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:38:41] PROTOCOL: HTTPS | OSI: Layer 4 - Transport | LAYER: Application | SRC: 212.217.152.83 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:38:45] PROTOCOL: HTTPS | OSI: Layer 6 - Presentation | LAYER: Application | SRC: 77.81.217.4 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:38:49] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.176 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:38:53] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.220 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:38:57] PROTOCOL: ICMP | OSI: Layer 4 - Transport | LAYER: Network | SRC: 212.178.174.174 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:39:01] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.84 -> DST: 192.168.1.10 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:39:05] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 212.36.254.156 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:39:09] PROTOCOL: ICMP | OSI: Layer 7 - Application | LAYER: Network | SRC: 91.124.200.225 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:39:13] PROTOCOL: HTTP | OSI: Layer 5 - Session | LAYER: Application | SRC: 91.197.196.73 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:39:17] PROTOCOL: ICMP | OSI: Layer 4 - Transport | LAYER: Network | SRC: 77.13.135.47 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:39:21] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.5 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:39:25] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 103.139.237.218 -> DST: 192.168.1.3 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:39:29] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.96 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:39:33] PROTOCOL: TCP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 185.86.141.15 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:39:38] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.75 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:39:42] PROTOCOL: HTTPS | OSI: Layer 7 - Application | LAYER: Application | SRC: 91.201.122.54 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:39:46] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.214 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:39:50] PROTOCOL: HTTP | OSI: Layer 7 - Application | LAYER: Application | SRC: 77.49.170.226 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:39:54] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 103.86.240.230 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:39:58] PROTOCOL: TCP | OSI: Layer 5 - Session | LAYER: Transport | SRC: 212.40.116.131 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:40:02] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.232 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:40:06] PROTOCOL: HTTP | OSI: Layer 3 - Network | LAYER: Application | SRC: 142.45.96.11 -> DST: 192.168.1.4 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:40:10] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 212.219.103.10 -> DST: 192.168.1.20 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:40:14] PROTOCOL: HTTPS | OSI: Layer 3 - Network | LAYER: Application | SRC: 192.168.1.15 -> DST: 192.168.1.19 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:40:18] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 45.120.81.164 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:40:22] PROTOCOL: TCP | OSI: Layer 4 - Transport | LAYER: Transport | SRC: 91.227.28.142 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:40:26] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.88 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:40:30] PROTOCOL: TCP | OSI: Layer 4 - Transport | LAYER: Transport | SRC: 212.138.8.136 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:40:34] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.209 -> DST: 10.234.68.57 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:40:38] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 212.65.229.37 -> DST: 192.168.1.9 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:40:42] PROTOCOL: TCP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 77.106.0.179 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:40:46] PROTOCOL: TCP | OSI: Layer 6 - Presentation | LAYER: Transport | SRC: 45.75.192.249 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:40:50] PROTOCOL: TCP | OSI: Layer 6 - Presentation | LAYER: Transport | SRC: 212.208.71.133 -> DST: 10.234.68.57 | ATTACK: Exploit (Remote Code Execution) | MALICIOUS: True
[2026-03-25 09:40:55] PROTOCOL: UDP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.125 -> DST: 192.168.1.1 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:40:59] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 192.168.1.75 -> DST: 192.168.1.6 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:41:03] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 192.168.1.205 -> DST: 192.168.1.5 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:41:07] PROTOCOL: HTTPS | OSI: Layer 5 - Session | LAYER: Application | SRC: 185.68.102.88 -> DST: 10.234.68.57 | ATTACK: Backdoor (C2 Trojan Call) | MALICIOUS: True
[2026-03-25 09:41:11] PROTOCOL: ICMP | OSI: Layer 7 - Application | LAYER: Network | SRC: 77.107.153.62 -> DST: 10.234.68.57 | ATTACK: Brute Force (RDP/SSH) | MALICIOUS: True
[2026-03-25 09:41:15] PROTOCOL: ICMP | OSI: Layer 7 - Application | LAYER: Network | SRC: 185.240.205.171 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:41:19] PROTOCOL: HTTP | OSI: Layer 4 - Transport | LAYER: Application | SRC: 212.60.196.25 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:41:23] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 45.121.46.32 -> DST: 192.168.1.10 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:41:27] PROTOCOL: UDP | OSI: Layer 7 - Application | LAYER: Transport | SRC: 91.25.166.194 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:41:31] PROTOCOL: TCP | OSI: Layer 4 - Transport | LAYER: Transport | SRC: 91.27.145.171 -> DST: 10.234.68.57 | ATTACK: DDoS Attack (TCP-SYN Flood) | MALICIOUS: True
[2026-03-25 09:41:35] PROTOCOL: ICMP | OSI: Layer 3 - Network | LAYER: Network | SRC: 142.16.167.3 -> DST: 192.168.1.16 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:41:39] PROTOCOL: TCP | OSI: Layer 3 - Network | LAYER: Transport | SRC: 142.180.101.232 -> DST: 192.168.1.12 | ATTACK: Normal | MALICIOUS: False
[2026-03-25 09:41:43] PROTOCOL: ICMP | OSI: Layer 7 - Application | LAYER: Network | SRC: 45.69.244.97 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
[2026-03-25 09:41:47] PROTOCOL: ICMP | OSI: Layer 7 - Application | LAYER: Network | SRC: 91.135.176.234 -> DST: 10.234.68.57 | ATTACK: Web Attack (XSS Injection) | MALICIOUS: True
